"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","QGDP","TOT","PC_CHGPP","Q","2013-Q1",-0.028148207,
"FRA","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.684250707,
"FRA","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.016140747,
"FRA","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.482643052,
"FRA","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.134274312,
"FRA","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.082433466,
"FRA","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.432512411,
"FRA","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.115594495,
"FRA","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.520223286,
"FRA","QGDP","TOT","PC_CHGPP","Q","2015-Q2",-0.022862073,
"FRA","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.352045794,
"FRA","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.099050293,
"FRA","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.693767475,
"FRA","QGDP","TOT","PC_CHGPP","Q","2016-Q2",-0.224618313,
"FRA","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.233346855,
"FRA","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.563505071,
"FRA","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.802723604,
"FRA","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.745976081,
"FRA","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.700645129,
"FRA","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.824111054,
"FRA","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.127819232,
"FRA","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.235118938,
"FRA","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.367880204,
"FRA","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.622929532,
"FRA","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.524885214,
"FRA","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.29541027,
"FRA","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.138151726,
"FRA","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.178164,
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-5.894380657,
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-13.789130228,
